page	type	id	text
33	main_question	136	Как, по Вашему мнению, повлияет развитие искусственного интеллекта на…? СКОРЕЕ НИКАК СКОРЕЕ НЕ ПОЛОЖИ- НЕ ОТРИЦА- РАБО- ОТ- ТЕЛЬНО ПОВЛИЯЕТ ТЕЛЬНО ТАЕТ З/О КАЗ
33	main_question	137	Т.Е. В ВОПРОСЕ 1. НА СТР.4 ОТМЕЧЕНЫ ВАРИАНТЫ «1», «2», «3» ИЛИ «4» НЕРАБОТАЮЩИМ ЗАДАВАЙТЕ ВОПРОС 138 Как Вы считаете, сможет ли искусственный интеллект через пять лет качественно выполнять Вашу работу?
33	main_question	138	Как Вы думаете, насколько искусственный интеллект изменит рабочие места и отрасли в течение следующих пяти лет?
33	main_question	139	Эти изменения будут скорее положительными или скорее отрицательными?
33	main_question	140	Согласны или не согласны Вы со следующими утверждениями…? Согласны Не согласны З/О ОТКАЗ
34	coded_subquestion	CCJ605.3	Злоумышленники могут использовать искусственный
34	coded_subquestion	CCJ605.4	С развитием искусственного интеллекта многие
34	coded_subquestion	CCJ605.5	С развитием искусственного интеллекта многие люди
34	coded_subquestion	CCJ605.6	С развитием искусственного интеллекта
34	coded_subquestion	CCJ605.7	Развитие искусственного интеллекта нужно
34	main_question	141	Состоите ли Вы в зарегистрированном браке?
34	main_question	142	Когда Вы зарегистрировали этот брак? | | | НОМЕР МЕСЯЦА | | | | | ГОД
34	main_question	143	Возможно, Вы проживаете вместе с (партнером/партнершей), но не регистрируете свои отношения? Да, Вы живете вместе с (партнером/партнершей)
34	main_question	144	Когда Вы впервые начали жить вместе с Вашим нынешним (мужем/партнером)/ Вашей нынешней (женой/партнершей)? | | | НОМЕР МЕСЯЦА | | | | | ГОД
35	main_question	145	Как часто за последние 12 месяцев между вами случались разногласия по какому-либо поводу?
35	main_question	146	У Вас есть дети, родные или официально усыновленные?
35	main_question	147	Сколько всего у Вас детей? ДЕТЕЙ
35	main_question	148	А сколько из них моложе 18 лет? ДЕТЕЙ
35	main_question	149	К какой религии Вы себя относите?
35	main_question	150	А каково Ваше отношение к религии?
36	main_question	151	Посещаете ли Вы религиозные службы, собрания или другие религиозные мероприятия? Если да, то как часто?
36	main_question	152	Скажите, как изменилась Ваша жизнь после начала специальной военной операции в феврале 2022 года? НИКАК НЕ МОГУ СПРАВИТЬСЯ С НОВОЙ СИТУАЦИЕЙ
36	main_question	153	Представьте, что Вы идете в одиночестве после наступления темноты в том районе, где Вы живете. Насколько безопасно Вы себя чувствуете в такой ситуации?
36	main_question	154	Как часто Вас беспокоит мысль о том, что (Ваш дом/ Вашу квартиру) могут ограбить или обокрасть?
37	main_question	155	Как часто Вас беспокоит мысль о том, что Вы можете стать жертвой нападения?
37	main_question	156	В течение последних 5 лет случалось так, что Вы или члены Вашей семьи становились жертвами грабежа, нападения или насилия?
37	main_question	157	А за последние 12 месяцев с Вами лично такое случалось?
37	main_question	158	Вы лично за последние 12 месяцев получали мошеннические звонки или сообщения в мессенджерах, якобы от лица Ваших знакомых, сотрудников банков, телефонных компаний и так далее с целью получить доступ к Вашим банковским счетам или другим персональным данным?
37	main_question	159	Как Вы поступили? Если таких случаев было несколько, расскажите о последнем
37	main_question	160	Вы обращались в полицию после этого?
38	main_question	161	А сейчас несколько вопросов о пенсиях. Вы сейчас получаете пенсию? Не учитывайте, пожалуйста, пенсии на Ваших детей
38	main_question	162	Какую именно пенсию Вы получаете сейчас? ЧТО НАЗЫВАЕТ РЕСПОНДЕНТ. ЕСЛИ РЕСПОНДЕНТ ПОЛУЧАЕТ ДВЕ ПЕНСИИ, ОТМЕТЬТЕ ОБЕ ТРУДОВУЮ ПЕНСИЮ ПО ИНВАЛИДНОСТИ
39	main_question	164	Вы получали пенсию в течение последних 30 дней на руки или на сберкнижку, на карточку?
39	main_question	165	Сколько денег Вы получили в качестве пенсии в течение последних 30 дней? Пожалуйста, учитывайте и основную пенсию, и доплаты к ней РУБЛЕЙ
39	main_question	166	СКАЗАЛ РЕСПОНДЕНТ О СВОЕЙ РАБОТЕ В НАСТОЯЩЕЕ ВРЕМЯ РЕСПОНДЕНТ СЕЙЧАС РАБОТАЕТ, НАХОДИТСЯ В ОПЛАЧИВАЕМОМ ИЛИ НЕОПЛАЧИВАЕМОМ ОТПУСКЕ, В ТОМ ЧИСЛЕ ДЕКРЕТНОМ ИЛИ
39	main_question	167	Вы работали когда-нибудь?
39	main_question	168	Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж, не считая времени учебы на дневном отделении ВУЗа или техникума? Сколько лет и сколько месяцев? | | | ЛЕТ | | | МЕСЯЦЕВ
39	main_question	169	ПЕРЕХОДИТЕ К 178. НА СТР.41. НЕРАБОТАЮЩИМ ЗАДАВАЙТЕ ВОПРОС 169 В каком году и в каком месяце Вы ушли с Вашей последней работы, перестали работать? В | | | | | ГОДУ | | | НОМЕР МЕСЯЦА
40	main_question	170	По какой основной причине Вы перестали работать на Вашей последней работе?
40	main_question	171	На какой должности Вы работали перед тем, как ушли с Вашей последней работы?
40	main_question	172	Вы зарегистрированы в государственной службе занятости как безработный(ая)?
40	main_question	173	Сколько дней тому назад Вы зарегистрировались в государственной службе занятости? ДНЕЙ
41	main_question	175	Вы получили пособие по безработице в последние 30 дней?
41	main_question	176	Сколько денег Вы получили в качестве пособия по безработице в течение последних 30 дней? РУБЛЕЙ
41	main_question	177	Служба занятости в течение трех последних месяцев Вам помогала трудоустроиться, пройти обучение или переобучение, оказывала психологическую помощь?
41	main_question	178	Хотели бы Вы найти (другую) работу?
41	main_question	179	Представьте, что Вам сегодня предложили работу. Какую минимальную зарплату Вам должны платить на этой новой работе, чтобы Вы согласились на нее? Сколько рублей? РУБЛЕЙ
41	main_question	180	Сколько времени Вы ищете (другую) работу? НЕДЕЛЬ
42	coded_subquestion	CCJ83.1	В государственные службы занятости,
42	coded_subquestion	CCJ83.2	В негосударственные службы занятости, агентства,
42	coded_subquestion	CCJ83.3	К друзьям, знакомым
42	coded_subquestion	CCJ83.4	К родственникам
42	coded_subquestion	CCJ83.5	Непосредственно на предприятия
42	coded_subquestion	CCJ83.6	К рекламным объявлениям, кроме Интернета
42	coded_subquestion	CCJ83.7	К рекламным объявлениям в Интернете
42	coded_subquestion	CCJ83.8	В социальные сети
42	main_question	181	Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 30 дней?
42	main_question	182	Вы обращались в поисках работы…? Да Нет З/О ОТКАЗ
42	main_question	183	Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 7 дней?
42	main_question	184	Если бы на прошлой неделе Вам предложили подходящую работу, Вы смогли бы приступить к ней сразу?
42	main_question	185	Как Вы считаете, сколько примерно времени Вам необходимо, чтобы найти (другую) работу? ДНЕЙ РАБОТУ УЖЕ НАШЛИ
43	main_question	186	Посмотрите, пожалуйста, на список. Прочтите его внимательно и скажите, какой ответ лучше всего описывает Ваше основное занятие в настоящее время Мы просим Вас выбрать только один ответ УЧЕНИК СРЕДНЕЙ ШКОЛЫ, ГИМНАЗИИ, ПТУ, ПРОФЕССИОНАЛЬНОГО
43	main_question	187	ОСТАЛЬНЫМ ЗАДАВАЙТЕ ВОПРОС 191. НА СТР.44 Вы проходили срочную службу в армии?
43	main_question	188	С какого по какой год Вы проходили срочную службу в армии? С | | | | | ГОДА ПО | | | | | ГОД
43	main_question	189	Вы служили в армии по контракту?
44	coded_subquestion	CCJ519.1	Друзьями, знакомыми
44	coded_subquestion	CCJ519.2	Родителями, детьми,
44	coded_subquestion	CCJ520.1	Друзьями, знакомыми
44	coded_subquestion	CCJ520.2	Родителями, детьми,
44	main_question	190	С какого по какой год Вы служили в армии по контракту? С | | | | | ГОДА ПО | | | | | ГОД
44	main_question	191	Теперь несколько вопросов о другом. Вы испытываете чувство одиночества?
44	main_question	192	Как часто Вы общаетесь лично, при встрече с…? КАЖ- НЕСКОЛЬ- РАЗ В НЕ ДЫЙ КО РАЗ В ОДНУ-ДВЕ РЕЖЕ НИ- ОТНО- ОТ- ДЕНЬ НЕДЕЛЮ НЕДЕЛИ КОГДА СИТСЯ З/О КАЗ
44	main_question	193	Как часто Вы общаетесь по телефону или с помощью интернета: по скайпу, вотсапу, в социальных сетях с…? КАЖ- НЕСКОЛЬ- РАЗ В НЕ ДЫЙ КО РАЗ В ОДНУ-ДВЕ РЕЖЕ НИ- ОТНО- ОТ- ДЕНЬ НЕДЕЛЮ НЕДЕЛИ КОГДА СИТСЯ З/О КАЗ
44	main_question	194	Считаете ли Вы, что…
44	main_question	195	Насколько вообще справедливо современное российское общество? Оцените его справедливость по шкале, на которой «0» означает «совсем несправедливое», а «9» - «полностью справедливое» СОВСЕМ ПОЛНОСТЬЮ НЕСПРАВЕД- СПРАВЕД- ЛИВОЕ ЛИВОЕ З/О ОТКАЗ 00
45	coded_subquestion	CCJ506.1	Экономите электроэнергию
45	coded_subquestion	CCJ506.10(7)	Многократно используете полиэтиленовые пакеты
45	coded_subquestion	CCJ506.2	Участвуете в субботниках по уборке территории
45	coded_subquestion	CCJ506.3	Экономите воду
45	coded_subquestion	CCJ506.4	Экономите бумагу
45	coded_subquestion	CCJ506.5	Сдаете экологически вредные отходы: например, аккумуляторы, батарейки,
45	coded_subquestion	CCJ506.6	Фильтруете сами или используете воду из бутылок
45	coded_subquestion	CCJ506.8	Участвуете в митингах, экологических акциях
45	coded_subquestion	CCJ506.9	Сообщаете в соответствующие инстанции
45	main_question	196	Скажите, за последние 2 года
45	main_question	197	Среди Ваших друзей и знакомых сегодня
45	main_question	198	Сколько примерно человек Вы можете назвать своими близкими друзьями? ЧЕЛОВЕК
45	main_question	199	Скажите, пожалуйста, Вы… Да Нет З/О ОТКАЗ например, аккумуляторы, батарейки,
45	main_question	200	По Вашему мнению, насколько район населенного пункта, в котором Вы живете, подходит для того, чтобы растить детей?
46	main_question	1	У Вас есть договор на дополнительное добровольное медицинское страхование, обслуживание с какой-нибудь страховой фирмой, поликлиникой, больницей, медицинским центром? Пожалуйста, не учитывайте полисы ОМС, полисы для выезжающих за границу, полисы страхования от клеща и т.п
46	main_question	2	Оплачивает ли, хотя бы частично, этот договор добровольного медицинского страхования предприятие, организация, на котором Вы работаете?
46	main_question	3	Как часто Вы посещаете врача в течение года?
46	main_question	4	Были у Вас в течение последних 30 дней какие-либо проблемы со здоровьем?
46	main_question	5	А может быть в последние 30 дней у Вас было легкое недомогание, например, болела голова, горло или зуб, был насморк или легкое расстройство желудка, небольшое повышение температуры или ожог, ушиб, ссадина?
47	main_question	10	Вы лежали в больнице в течение последних трёх месяцев?
47	main_question	11	Сколько всего дней из последних трёх месяцев Вы провели в больнице? ДНЕЙ
47	main_question	12	В течение последних трёх месяцев Вы показывались медицинскому работнику для прохождения профилактического осмотра, а не потому что были больны?
47	main_question	6	Пожалуйста, скажите, что именно с Вами было?
47	main_question	7	Что Вы сделали, чтобы решить те проблемы со здоровьем, которые возникали у Вас в течение последних 30 дней? Обращались в медицинские учреждения
47	main_question	8	В течение последних 12 месяцев Вы пропустили по болезни сколько-нибудь рабочих или учебных дней?
47	main_question	9	Сколько всего дней Вы пропустили по болезни за последние 12 месяцев? ДНЕЙ
48	coded_subquestion	CCL131.1	Частая нервозность
48	coded_subquestion	CCL131.2	Чувство тревоги,
48	coded_subquestion	CCL131.3	Приступы раздраженности,
48	coded_subquestion	CCL131.4	Хроническая бессонница
48	coded_subquestion	CCL131.5	Ослабление памяти
48	coded_subquestion	CCL131.6	Периодическая депрессия
48	coded_subquestion	CCL131.7	Другие расстройства психики
48	main_question	1	В течение последних 12 месяцев Вы обращались к психотерапевту, психологу или психиатру?
48	main_question	13	В течение последних 12 месяцев Вы проходили диспансеризацию или подобное комплексное обследование?
48	main_question	18	А теперь при ответе на следующие вопросы, я попрошу Вас заполнить вопросник самостоятельно в моем присутствии Прочтите, пожалуйста, внимательно до конца каждый вопрос, подумайте и выберите тот ответ, который соответствует Вашему мнению, затем обведите кружком соответствующую ему цифру. Если какой-нибудь вопрос покажется Вам слишком личным, и Вы не захотите на него отвечать, пропустите его и переходите к следующему. Когда закончите отвечать, передайте, пожалуйста, вопросник мне, и мы перейдем к другой теме
48	main_question	2	В течение последних 12 месяцев Вы принимали успокоительные средства, антидепрессанты?
48	main_question	3	Скажите, пожалуйста, для Вас характерны следующие проблемы…? Затрудняюсь Да Нет ответить
49	main_question	1	Давайте перейдём к вопросам о здоровье. Но сначала я хочу спросить, какой у Вас рост и вес Сколько килограмм Вы весите? КГ
49	main_question	2	А какой у Вас рост в сантиметрах? СМ
49	main_question	3	Как изменился Ваш вес в течение последнего года?
49	main_question	4	Как Вы оцениваете Ваше здоровье? Оно у Вас…
49	main_question	5	Как бы Вы оценили свое здоровье по сравнению с людьми Вашего пола и возраста?
50	coded_subquestion	CCM20.610(9)	Заболевания суставов
50	coded_subquestion	CCM20.611(10)	Заболевания ЛОР-органов
50	coded_subquestion	CCM20.612(11)	Неврологические заболевания
50	coded_subquestion	CCM20.613(12)	Заболевания глаз
50	coded_subquestion	CCM20.614(13)	ИНТЕРВЬЮЕР! ЭТОТ ПУНКТ ТОЛЬКО ДЛЯ
50	coded_subquestion	CCM20.615(14)	Аллергия
50	coded_subquestion	CCM20.616(15)	Варикозное расширение вен
50	coded_subquestion	CCM20.617(16)	Заболевания кожного покрова
50	coded_subquestion	CCM20.618(17)	Онкологические заболевания
50	coded_subquestion	CCM20.619(19)	Заболевания мочеполовой системы
50	coded_subquestion	CCM20.620(7)	Заболевания эндокринной системы,
50	coded_subquestion	CCM20.67(18)	Другие хронические заболевания,
50	coded_subquestion	CCM20.69(8)	Гипертоническая болезнь,
50	main_question	10	Какая группа инвалидности Вам назначена?
50	main_question	11	Когда Вам была назначена инвалидность? Вспомните, пожалуйста, месяц и год | | | НОМЕР МЕСЯЦА | | | | | ГОД
50	main_question	8	Есть ли у Вас какие-нибудь хронические…? Да Нет З/О ОТКАЗ
50	main_question	9	Назначена ли Вам какая-нибудь группа инвалидности?
51	main_question	12	В течение последних 12 месяцев Вам делали хирургические операции?
51	main_question	13	Говорил ли Вам когда-нибудь врач, что у Вас диабет или повышенный сахар в крови?
51	main_question	14	Ставили Вам когда-нибудь диагноз "инфаркт миокарда"?
51	main_question	15	Говорил ли Вам когда-нибудь врач, что у Вас повышенное артериальное давление?
51	main_question	16	Ставил Вам врач диагноз инсульт - кровоизлияние в мозг?
51	main_question	17	В течение последних 12 месяцев говорил Вам врач, что у Вас анемия?
51	main_question	18	Говорил Вам когда-нибудь врач, что у Вас туберкулёз?
51	main_question	19	Ставили Вам когда-нибудь диагноз "гепатит", "болезнь Боткина", "желтуха"?
52	main_question	21	В течение последних 12 месяцев у Вас были серьёзные нервные расстройства, депрессии?
52	main_question	22	Вы пользуетесь очками или контактными линзами?
52	main_question	23	Вы пользуетесь слуховым аппаратом?
52	main_question	24	Вы курите в настоящее время?
52	main_question	24.1	Может быть, Вы курите, хотя бы иногда, электронные сигареты, системы нагревания табака, вейп, кальяны и т.п.?
52	main_question	25	Вспомните, пожалуйста, когда Вы начали курить? Сколько Вам тогда было лет? ЛЕТ
52	main_question	26	В течение последних 7 дней Вы курили что-нибудь?
53	coded_subquestion	CCM74.11	Папиросы
53	coded_subquestion	CCM74.12	Сигареты с фильтром
53	coded_subquestion	CCM74.13	Сигареты без фильтра
53	coded_subquestion	CCM74.14	Сигары или сигариллы
53	coded_subquestion	CCM74.15	Самокрутки
53	coded_subquestion	CCM74.16	Трубку
53	coded_subquestion	CCM74.17	Электронные сигареты,
53	main_question	27	Сейчас я перечислю Вам разные виды курева, а Вы скажите мне, пожалуйста, что Вы курите Да Нет З/О ОТКАЗ
53	main_question	28.1	Сколько примерно штук обычных сигарет, папирос или трубок Вы обычно выкуриваете за день? ШТУК
53	main_question	28.2	Сколько примерно штук электронных сигарет, сигарет для систем нагревания табака и т.п Вы обычно выкуриваете за день? ШТУК
53	main_question	28.3	Если вы курите кальян, то как часто?
53	main_question	29	Вы курили когда-нибудь?
54	main_question	30	Сколько лет тому назад Вы бросили курить? ЗАПИШИТЕ 0 ЛЕТ ЛЕТ НАЗАД
54	main_question	31	Вспомните, пожалуйста, когда Вы начали курить? Сколько Вам тогда было лет? ЛЕТ
54	main_question	32	В течение последних 30 дней Вы употребляли безалкогольное пиво?
54	main_question	33	Вы употребляете хотя бы иногда алкогольные напитки, включая пиво?
54	main_question	34	Вспомните, пожалуйста, когда Вы впервые попробовали какой-нибудь алкогольный напиток, включая пиво? Сколько Вам тогда было лет? | | | ЛЕТ
54	main_question	35	В течение последних 30 дней Вы употребляли алкогольные напитки?
54	main_question	36	В течение последних 30 дней Вы употребляли пиво, содержащее алкоголь?
55	main_question	111	(1) Пиво промышленного производства Да | | |
55	main_question	112	(2) Пиво домашнее Да | | |
55	main_question	12	(3) Брагу Да | | |
55	main_question	21	(5) Сухое вино, шампанское промышленного производства Да | | |
55	main_question	31	(6) Крепленое вино промышленного производства, в том числе мартини, вермут Да | | |
55	main_question	37	Скажите, пожалуйста, Вы пьёте алкогольные напитки…? Да Нет З/О ОТКАЗ
55	main_question	38	Вы пьете алкогольные напитки…? Да Нет З/О ОТКАЗ
55	main_question	39	Сейчас я буду перечислять разные спиртные напитки, а Вы скажите мне, пожалуйста, какие из них Вы пили в течение последних 30 дней, и если пили, то сколько грамм Вы обычно выпивали за день? Сколько грамм Сколько Вы пили…? выпивали дней З/О
55	main_question	4	(7) Самогон Да | | |
55	main_question	5	(8) Водку Да | | |
55	main_question	6	(11) Что-нибудь другое? Да | | |
55	main_question	7	(10) Коктейли, содержащие алкоголь Да | | |
55	main_question	8	(4) Домашнее вино любое - виноградное, плодово-ягодное и т.п. Да | | |
55	main_question	9	Коньяк, виски, ликеры Да | | |
56	coded_subquestion	CCM171.2	Совершали поступки, о которых
56	coded_subquestion	CCM171.3	Не помнили, где были и что делали
56	coded_subquestion	CCM171.4	Ссорились с окружающими людьми
56	coded_subquestion	CCM171.9	Плохо себя чувствовали на следующий
56	main_question	40	В течение последних 30 дней Вы употребляли алкогольные напитки, которые, по Вашему мнению, были поддельными? Поддельные алкогольные напитки - это напитки, у которых содержимое не соответствует информации, напечатанной на этикетке, например, названию, данным о производителе, крепости, составе и т.д
56	main_question	41	Происходило ли с Вами за последние 30 дней что-либо из нижеперечисленного в результате употребления алкоголя? Вы…? Да Нет З/О ОТКАЗ
56	main_question	42	А в течение последних 12 месяцев Вы употребляли алкогольные напитки, включая пиво, содержащее алкоголь?
56	main_question	43	Как часто Вы употребляли алкогольные напитки в течение последних 12 месяцев? НАПИТКОМ!
57	main_question	44	Посмотрите, пожалуйста, на карточку, где перечислены примеры одной порции алкоголя В те дни, когда Вы употребляли алкоголь, какое примерно количество порций Вы обычно выпивали, независимо от вида напитка?
57	main_question	45	Как часто за последние 12 месяцев Вы выпивали за один день, включая время после полуночи…? ДЛЯ ЖЕНЩИН ] четыре или более порций алкогольных напитков и их комбинаций: например, четыре бокала вина (около 0,5 литра), или четыре бутылки пива (2 литра), или одна рюмка водки и три банки пива, или две рюмки водки и два бокала вина и т.д ДЛЯ МУЖЧИН ] шесть или более порций алкогольных напитков и их комбинаций: например, шесть рюмок водки (половина бутылки 0.5 литра), или шесть бутылок пива (3 литра), или две рюмки водки и четыре банки пива, или три рюмки водки и три бокала вина и т.д
57	main_question	46	Среди Ваших соседей или знакомых есть люди, которые хотя бы иногда употребляют алкогольные суррогаты - одеколоны, лосьоны, спиртосодержащие медицинские препараты, предметы бытовой химии?
58	coded_subquestion	CCM191.1	Овощи
58	coded_subquestion	CCM191.2	Фрукты
58	coded_subquestion	CCM191.3	Мясо, мясные продукты
58	coded_subquestion	CCM191.4	Рыбу, птицу и изделия из них
58	coded_subquestion	CCM191.6	Еду, приготовленную в заведениях
58	coded_subquestion	CCM191.7	Сладости: конфеты, торты и т.п
58	coded_subquestion	CCM191.8	Сладкие напитки: лимонад, кола и т.п
58	main_question	47	Давайте поговорим немного о другом. Как часто Вы лично употребляете…? ПОЧТИ 1 - 1 - РЕЖЕ КАЖДЫЙ РАЗА В РАЗА В РАЗА В НИ- ОТ- ДЕНЬ НЕДЕЛЮ МЕСЯЦ МЕСЯЦ КОГДА З/О КАЗ
58	main_question	48	За последние 30 дней Вы принимали какие-либо витамины, минеральные вещества, биологически активные добавки?
58	main_question	49	За последние 12 месяцев Вы сидели на какой-нибудь диете? Диетой мы считаем любое изменение в Вашей обычной еде именно для того, чтобы сбросить вес, похудеть, сохранить или улучшить здоровье
58	main_question	50	Сколько часов в сутки Вы обычно спите? Учитывайте и дневной сон ЧАСОВ
58	main_question	51	Вы интересуетесь информацией о здоровом образе жизни?
59	main_question	52	Скажите, пожалуйста, занимались ли Вы хотя бы иногда физкультурой и спортом в течение последних 12 месяцев? Мы имеем в виду любые виды физической активности - бег, катание на лыжах, плавание, спортивные тренажеры и т.п., независимо от того, были это самостоятельные занятия или под руководством тренера
59	main_question	53	Как часто Вы занимались такой физической активностью?
59	main_question	54	А за последние 30 дней, сколько примерно часов в неделю занимали такие занятия?
59	main_question	55	Как Вы считаете, Вы сами можете что-то изменить в своей жизни к лучшему?
59	main_question	56	Скажите, пожалуйста, Вы счастливы?
60	coded_subquestion	CCN1.1	ДЕТИ ДО 10 ЛЕТ
60	coded_subquestion	CCN1.2	ДЕТИ СТАРШЕ 10 ЛЕТ
60	coded_subquestion	CCN1.3	РОДИТЕЛИ
60	coded_subquestion	CCN1.4	МУЖ ИЛИ ПАРТНЁР
60	coded_subquestion	CCN1.5	ДРУГИЕ МУЖЧИНЫ
60	coded_subquestion	CCN1.6	ДРУГИЕ ЖЕНЩИНЫ
60	main_question	1	ВОПРОСЫ ЭТОГО РАЗДЕЛА ЗАДАВАЙТЕ ТОЛЬКО ЖЕНЩИНАМ, КОТОРЫЕ РОДИЛИСЬ В 1970 ГОДУ ИЛИ ПОЗЖЕ. ДЛЯ ОСТАЛЬНЫХ ИНТЕРВЬЮ ЗАКОНЧЕНО ДА НЕТ
60	main_question	2	У Вас были когда-либо менструации?
60	main_question	3	Вы были когда-нибудь беременны, даже если эта беременность длилась всего несколько недель?
60	main_question	4	Вы рожали в течение последних 12 месяцев?
60	main_question	5	Сколько детей у Вас родилось в течение последних 12 месяцев? ДЕТЕЙ
60	main_question	6	Вы делали аборт в течение последних 12 месяцев?
61	main_question	10	Сколько мини-абортов Вы делали в течение последних 12 месяцев? МИНИ-АБОРТОВ
61	main_question	11	В настоящее время у Вас бывают менструации?
61	main_question	12	Вы сейчас беременны?
61	main_question	7	Сколько абортов у Вас было в течение последних 12 месяцев? АБОРТОВ
61	main_question	8	Когда мы говорили об абортах, Вы учитывали мини-аборты?
61	main_question	9	В течение последних 12 месяцев Вы делали мини-аборт?
62	main_question	13	Вы собираетесь рожать этого ребенка?
62	main_question	14	Когда Вы ожидаете ребенка? Назовите, пожалуйста, год и месяц | | | НОМЕР МЕСЯЦА | | | | | ГОД
62	main_question	15	Вы хотите иметь (ещё одного) ребенка?
62	main_question	16	Сколько (ещё) детей Вы хотите иметь? (ЕЩЕ) ДЕТЕЙ
62	main_question	17	Когда Вы думаете родить (следующего) ребенка, через сколько лет? ЧЕРЕЗ ЛЕТ
63	coded_subquestion	CCS1.1	КТО-ЛИБО ЕЩЁ ИЗ
63	coded_subquestion	CCS1.2	ДРУГИЕ ЛЮДИ, НЕ ЧЛЕНЫ ДОМОХОЗЯЙСТВА
63	main_question	1	ОТМЕТЬТЕ, ПРИСУТСТВОВАЛ ЛИ ПРИ ПРОВЕДЕНИИ ИНТЕРВЬЮ, ХОТЯ БЫ НЕКОТОРОЕ ВРЕМЯ: ДА НЕТ
63	main_question	2	ОЦЕНИТЕ ОТНОШЕНИЕ РЕСПОНДЕНТА К ИНТЕРВЬЮ. ОТНОШЕНИЕ БЫЛО:
63	main_question	3	ОТМЕТЬТЕ, КАК РЕСПОНДЕНТ ПОНИМАЛ ВОПРОСЫ:
63	main_question	4	ОЦЕНИТЕ ПОВЕДЕНИЕ РЕСПОНДЕНТА ВО ВРЕМЯ ИНТЕРВЬЮ. РЕСПОНДЕНТ:
63	main_question	5	ОЦЕНИТЕ СООБРАЗИТЕЛЬНОСТЬ РЕСПОНДЕНТА:
63	main_question	6	ОЦЕНИТЕ ИСКРЕННОСТЬ И ОТКРЫТОСТЬ РЕСПОНДЕНТА. РЕСПОНДЕНТ:
63	main_question	7	ОТМЕТЬТЕ, НАСКОЛЬКО ПО-ВАШЕМУ МНЕНИЮ НАДЕЖНА ПОЛУЧАЕМАЯ ИНФОРМАЦИЯ:
