page	type	code	text
20	answer_block_for_question	91	ведут себя в разных ситуациях. Куда Вы поместите себя на той же шкале от 0 до 10, где 0 | означает «Совсем не готовы рисковать», а 10 - «Всегда готовы рисковать»? | Насколько Вы готовы рисковать…? | ЧИСЛО | НЕ ОТНО- | НА ШКАЛЕ | СИТСЯ | З/О | ОТКАЗ
20	option_line	0	ведут себя в разных ситуациях. Куда Вы поместите себя на той же шкале от 0 до 10, где
20	option_line	4	Вы очень легко заводите друзей? 1 2 3
20	option_line	4	как Ваши поступки повлияют на других? 1 2 3
20	option_line	4	например, природы, искусства и музыки? 1 2 3
20	option_line	4	перед принятием важного решения? 1 2 3
20	option_line	4	повлияют на Ваше будущее? 1 2 3
20	option_line	4	своим временем и деньгами? 1 2 3
21	answer_block_for_question	94	ДА 1 | НЕТ 2 => ПЕРЕХОДИТЕ К 96.
21	answer_block_for_question	95	1998 ГОД И ПОЗЖЕ 3
21	answer_block_for_question	96	З/О 97 | ОТКАЗ 98
21	answer_block_for_question	97	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
21	answer_block_for_question	98	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
21	option_line	1	ДА
21	option_line	3	1998 ГОД И ПОЗЖЕ
22	answer_block_for_question	100	З/О 97 | ОТКАЗ 98
22	answer_block_for_question	101	ГИМНАЗИИ, ШКОЛЕ С ГИМНАЗИЧЕСКИМИ КЛАССАМИ 01 | ШКОЛЕ С УГЛУБЛЕННЫМ ИЛИ ПРОФИЛЬНЫМ | ПРЕПОДАВАНИЕМ ПРЕДМЕТОВ 02 | ОБЩЕОБРАЗОВАТЕЛЬНОМ ЛИЦЕЕ 03 | ШКОЛЕ-ЭКСТЕРНАТЕ 04 | ОБЫЧНОЙ СРЕДНЕЙ ШКОЛЕ 05 | ВЕЧЕРНЕЙ ШКОЛЕ 07 | ШКОЛЕ ДРУГОГО ТИПА 06 | З/О 97 | ОТКАЗ 98
22	answer_block_for_question	102	Почти все - пятерки 01 | В основном пятерки и четверки 02 | В основном четверки 03 | В основном четверки и тройки 04 | В основном тройки 05 | В основном тройки и часто двойки. 06 | З/О 97 | ОТКАЗ 98
22	answer_block_for_question	103	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
22	answer_block_for_question	99	З/О 97 | ОТКАЗ 98
22	option_line	01	ГИМНАЗИИ, ШКОЛЕ С ГИМНАЗИЧЕСКИМИ КЛАССАМИ
22	option_line	01	Почти все - пятерки
22	option_line	02	В основном пятерки и четверки
22	option_line	02	ПРЕПОДАВАНИЕМ ПРЕДМЕТОВ
22	option_line	03	В основном четверки
22	option_line	03	ОБЩЕОБРАЗОВАТЕЛЬНОМ ЛИЦЕЕ
22	option_line	04	В основном четверки и тройки
22	option_line	04	ШКОЛЕ-ЭКСТЕРНАТЕ
22	option_line	05	В основном тройки
22	option_line	05	ОБЫЧНОЙ СРЕДНЕЙ ШКОЛЕ
22	option_line	06	В основном тройки и часто двойки.
22	option_line	06	ШКОЛЕ ДРУГОГО ТИПА
22	option_line	07	ВЕЧЕРНЕЙ ШКОЛЕ
23	answer_block_for_question	1	Нет 3 | УЧИЛИСЬ .. 1 => .. | | Да 1 => | Нет 2 => | УЧИТЕСЬ 2 => .. | |
23	answer_block_for_question	2	Да 1 | Нет 2 => | Нет 2 | Учитесь 2 => .. | | | Да 1 | Нет 2 | Нет 3 | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2
23	answer_block_for_question	3	Да 1 | Нет 2 => | Нет 2 | Учитесь 2 => .. | | | Да 1 | Нет 2 | Нет 3 | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2 | На профессиональных курсах, | например, курсы трактористов, | шофёров, машинисток, | бухгалтеров | В ПТУ, ФЗУ, ФЗО, в котором | Вы не получали общего | среднего образования | В ПТУ, техническом училище | или, как сейчас называется, | по программе подготовки | квалифицированных рабочих | и служащих, в котором | Вы получали и общее среднее | образование | Очно?
23	option_line	3	Нет
24	answer_block_for_question	4	Да 1 | Нет 2 => | Нет 2 | Учитесь 2 => .. | | | Да 1 | Нет 2 | Нет 3 | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2 | Вы учились | Сколько | По какой | В каком | По | или | лет | специаль- | Получили | году | Очно? | какой | учитесь? | проучились? | ности? | диплом? | (окончили/ушли)? | программе?
24	answer_block_for_question	5	Да 1 | Нет 2 => | Нет 2 | Учитесь 2 => .. | | | Да 1 | Нет 2 | Нет 3 => .. [ПЕРЕХОДИТЕ К 105. НА СТР.26 | Название ВУЗа Город | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2 | Название ВУЗа Город | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2 | Название ВУЗа Город | В институте, университете, | академии, включая | магистратуру | ИНТЕРВЬЮЕР! ЕСЛИ РЕСПОНДЕНТ | УЧИЛСЯ СНАЧАЛА НА БАКАЛАВРА | ИЛИ СПЕЦИАЛИСТА, А ПОТОМ НА | МАГИСТРА, ТО КАЖДОЕ | ОБРАЗОВАНИЕ НУЖНО | ЗАПИСЫВАТЬ ОТДЕЛЬНО! | Среднее | профобразование 1 | Бакалавр 2 | Специалист 3 | Магистр 4 | Среднее | профобразование 1 | Бакалавр 2 | Специалист 3 | Магистр 4 | В техникуме, медицинском, | музыкальном, педагогическом, | художественном училище; или, | как сейчас называется, по | программе подготовки | специалистов среднего звена | Среднее | профобразование 1 | Бакалавр 2 | Специалист 3 | Магистр 4
24	option_line	1	профобразование
24	option_line	2	Бакалавр
24	option_line	3	Специалист
24	option_line	4	Магистр
25	answer_block_for_question	5.1	Да, у Вас (была/есть) постоянная работа 1 | Да, Вы (подрабатывали/подрабатываете) время от времени 2 | Да, (работали/работаете), но только в каникулы 3 | Нет, (занимались/занимаетесь) только учебой 4 | З/О 7 | ОТКАЗ 8 | ИНТЕРВЬЮЕР! ЗАДАВАЙТЕ ПУНКТ 6. ТОЛЬКО ТЕМ РЕСПОНДЕНТАМ, КТО ОТВЕТИЛ, ЧТО ОКОНЧИЛ ВУЗ | С ДИПЛОМОМ СПЕЦИАЛИСТА С ВЫСШИМ ОБРАЗОВАНИЕМ ИЛИ МАГИСТРА, | ОСТАЛЬНЫМ - ВКЛЮЧАЯ БАКАЛАВРОВ - ЗАДАВАЙТЕ ВОПРОС 105. НА СТР.26 | Вы учились | Сколько | По какой | В каком | или | лет | специаль- | Получили | году | Очно? | учитесь? | проучились? | ности? | диплом? | (окончили/ушли)?
25	answer_block_for_question	6	Да 1 | Нет 2 => | Нет 2 | Учитесь 2 => .. | | | Да 1 | Нет 2 | Нет 3 | УЧИЛИСЬ .. 1 | | Да 1 => | Да 1 | Нет 2 => | Нет 2 | УЧИТЕСЬ .. 2 => .. | | | Да 1 | Нет 2
25	option_line	1	Да, у Вас (была/есть) постоянная работа
25	option_line	2	Да, Вы (подрабатывали/подрабатываете) время от времени
25	option_line	3	Да, (работали/работаете), но только в каникулы
25	option_line	4	Нет, (занимались/занимаетесь) только учебой
26	answer_block_for_question	105	НАЧАЛЬНАЯ ИЛИ НЕПОЛНАЯ СРЕДНЯЯ ШКОЛА 01 | ПОЛНАЯ СРЕДНЯЯ ШКОЛА 02 | ПРОФЕССИОНАЛЬНЫЕ КУРСЫ ШОФЕРОВ, | ТРАКТОРИСТОВ, БУХГАЛТЕРОВ, МАШИНИСТОК И Т.П. 03 | ПТУ, ФЗУ, ФЗО БЕЗ СРЕДНЕГО ОБРАЗОВАНИЯ 04 | ПТУ СО СРЕДНИМ ОБРАЗОВАНИЕМ, ТЕХНИЧЕСКОЕ УЧИЛИЩЕ | ИЛИ, КАК СЕЙЧАС НАЗЫВАЕТСЯ, СРЕДНЕЕ ПРОФЕССИОНАЛЬНОЕ | ОБРАЗОВАНИЕ ПО ПРОГРАММЕ ПОДГОТОВКИ | КВАЛИФИЦИРОВАННЫХ РАБОЧИХ И СЛУЖАЩИХ 05 | ТЕХНИКУМ, МЕДИЦИНСКОЕ, МУЗЫКАЛЬНОЕ, ХУДОЖЕСТВЕННОЕ, | ПЕДАГОГИЧЕСКОЕ УЧИЛИЩЕ ИЛИ, КАК СЕЙЧАС НАЗЫВАЕТСЯ, | СРЕДНЕЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАНИЕ ПО ПРОГРАММЕ | ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА 06 | ДИПЛОМ О СРЕДНЕМ ПРОФЕССИОНАЛЬНОМ ОБРАЗОВАНИИ, | ПОЛУЧЕННЫЙ В ИНСТИТУТЕ, УНИВЕРСИТЕТЕ, АКАДЕМИИ 15 | ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ СПЕЦИАЛИСТА 10 | ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ БАКАЛАВРА 11 | ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ МАГИСТРА 12 | АСПИРАНТУРА БЕЗ ПОЛУЧЕНИЯ УЧЕНОЙ СТЕПЕНИ 16 | ОРДИНАТУРА, ИНТЕРНАТУРА 17 | УЧЕНАЯ СТЕПЕНЬ КАНДИДАТА НАУК 13 | УЧЕНАЯ СТЕПЕНЬ ДОКТОРА НАУК 14 | З/О 97 | ОТКАЗ 98
26	answer_block_for_question	106	Никогда не пытались 1 | Пытались, но ничего из этого не вышло 2 | Пытались, и Вам это удалось 3 | З/О 7 | ОТКАЗ 8
26	answer_block_for_question	107	ПО УХОДУ ЗА РЕБЁНКОМ ДО 3-Х ЛЕТ 1 | У РЕСПОНДЕНТА НЕТ РАБОТЫ 2
26	option_line	01	НАЧАЛЬНАЯ ИЛИ НЕПОЛНАЯ СРЕДНЯЯ ШКОЛА
26	option_line	02	ПОЛНАЯ СРЕДНЯЯ ШКОЛА
26	option_line	03	ТРАКТОРИСТОВ, БУХГАЛТЕРОВ, МАШИНИСТОК И Т.П.
26	option_line	04	ПТУ, ФЗУ, ФЗО БЕЗ СРЕДНЕГО ОБРАЗОВАНИЯ
26	option_line	05	КВАЛИФИЦИРОВАННЫХ РАБОЧИХ И СЛУЖАЩИХ
26	option_line	06	ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА
26	option_line	1	Никогда не пытались
26	option_line	1	ПО УХОДУ ЗА РЕБЁНКОМ ДО 3-Х ЛЕТ
26	option_line	10	ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ СПЕЦИАЛИСТА
26	option_line	11	ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ БАКАЛАВРА
26	option_line	12	ИНСТИТУТ, УНИВЕРСИТЕТ, АКАДЕМИЯ - ДИПЛОМ МАГИСТРА
26	option_line	13	УЧЕНАЯ СТЕПЕНЬ КАНДИДАТА НАУК
26	option_line	14	УЧЕНАЯ СТЕПЕНЬ ДОКТОРА НАУК
26	option_line	15	ПОЛУЧЕННЫЙ В ИНСТИТУТЕ, УНИВЕРСИТЕТЕ, АКАДЕМИИ
26	option_line	16	АСПИРАНТУРА БЕЗ ПОЛУЧЕНИЯ УЧЕНОЙ СТЕПЕНИ
26	option_line	17	ОРДИНАТУРА, ИНТЕРНАТУРА
26	option_line	2	Пытались, но ничего из этого не вышло
26	option_line	2	У РЕСПОНДЕНТА НЕТ РАБОТЫ
26	option_line	3	Пытались, и Вам это удалось
27	answer_block_for_question	108	ДА, УЧИЛСЯ 1 | НЕТ, НИГДЕ КРОМЕ ШКОЛЫ НЕ УЧИЛСЯ 2
27	answer_block_for_question	109	Точно по той специальности 1 | Не по той, но близкой специальности 2 | Совсем по другой 3 | З/О 7 | ОТКАЗ 8
27	answer_block_for_question	110	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
27	answer_block_for_question	112	З/О 7 | ОТКАЗ 8
27	answer_block_for_question	113	З/О 997 | ОТКАЗ 998
27	answer_block_for_question	114	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
27	option_line	1	ДА, УЧИЛСЯ
27	option_line	1	Точно по той специальности
27	option_line	2	НЕТ, НИГДЕ КРОМЕ ШКОЛЫ НЕ УЧИЛСЯ
27	option_line	2	Не по той, но близкой специальности
27	option_line	3	Совсем по другой
28	answer_block_for_question	115	Средств предприятия 1 | Личных средств 2 | За счет других источников 3 | Или это были бесплатные курсы 4 | З/О 7 | ОТКАЗ 8
28	answer_block_for_question	116	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
28	answer_block_for_question	117	Владеете свободно 1 | Можете изъясняться и достаточно свободно читаете 2 | Можете изъясняться, читаете и переводите со словарем 3 | З/О 7 | ОТКАЗ 8
28	answer_block_for_question	118	Нет автомобиля 1 | Автомобиль есть, но Вы его не водите 2 | Да, водите 3 | З/О 7 | ОТКАЗ 8
28	answer_block_for_question	120	Меньше часа 1 | 1 - 3 часа 2 | 4 - 6 часов 3 | Практически весь день, не выпуская из рук 4 | З/О 7 | ОТКАЗ 8
28	answer_block_for_question	4	планшетом, «умными часами» 1 2 7 8
28	answer_block_for_question	5	только звонить и отправлять смски 1 2 7 8
28	option_line	1	Владеете свободно
28	option_line	1	Меньше часа
28	option_line	1	Нет автомобиля
28	option_line	1	Средств предприятия
28	option_line	2	1 - 3 часа
28	option_line	2	Автомобиль есть, но Вы его не водите
28	option_line	2	Личных средств
28	option_line	2	Можете изъясняться и достаточно свободно читаете
28	option_line	3	4 - 6 часов
28	option_line	3	Да, водите
28	option_line	3	За счет других источников
28	option_line	3	Можете изъясняться, читаете и переводите со словарем
28	option_line	4	Или это были бесплатные курсы
28	option_line	4	Практически весь день, не выпуская из рук
28	option_line	8	планшетом, «умными часами» 1 2 7
28	option_line	8	только звонить и отправлять смски 1 2 7
29	answer_block_for_question	121	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
29	answer_block_for_question	122	ПРАКТИЧЕСКИ ЕЖЕДНЕВНО 1 | 3-4 РАЗА В НЕДЕЛЮ 2 | 1-2 РАЗА В НЕДЕЛЮ 3 | 1-2 РАЗА В МЕСЯЦ 4 | РЕЖЕ 1 РАЗА В МЕСЯЦ 5 | З/О 7 | ОТКАЗ 8
29	answer_block_for_question	123	20 ЧАСОВ И БОЛЕЕ В НЕДЕЛЮ 1 | 10-19 ЧАСОВ В НЕДЕЛЮ 2 | 5-9 ЧАСОВ В НЕДЕЛЮ 3 | 2-4 ЧАСА В НЕДЕЛЮ 4 | 1 ЧАС И МЕНЕЕ В НЕДЕЛЮ 5 | НЕ ИГРАЛ(А) ЗА ПОСЛЕДНИЕ 30 ДНЕЙ 6 | З/О 7 | ОТКАЗ 8
29	answer_block_for_question	124	Только азартные игры: карты, рулетка и т.д. 1 | Только другие виды игр 2 | И азартные, и другие виды игр 3 | З/О 7 | ОТКАЗ 8
29	answer_block_for_question	125	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
29	option_line	1	20 ЧАСОВ И БОЛЕЕ В НЕДЕЛЮ
29	option_line	1	ПРАКТИЧЕСКИ ЕЖЕДНЕВНО
29	option_line	1	Только азартные игры: карты, рулетка и т.д.
29	option_line	2	10-19 ЧАСОВ В НЕДЕЛЮ
29	option_line	2	3-4 РАЗА В НЕДЕЛЮ
29	option_line	2	Только другие виды игр
29	option_line	3	1-2 РАЗА В НЕДЕЛЮ
29	option_line	3	5-9 ЧАСОВ В НЕДЕЛЮ
29	option_line	3	И азартные, и другие виды игр
29	option_line	4	1-2 РАЗА В МЕСЯЦ
29	option_line	4	2-4 ЧАСА В НЕДЕЛЮ
29	option_line	5	1 ЧАС И МЕНЕЕ В НЕДЕЛЮ
29	option_line	5	РЕЖЕ 1 РАЗА В МЕСЯЦ
29	option_line	6	НЕ ИГРАЛ(А) ЗА ПОСЛЕДНИЕ 30 ДНЕЙ
30	answer_block_for_question	126	Учёбы 1 2 7 8 | Работы 1 2 7 8 | Развлечений 1 2 7 8 | Общения с другими людьми 1 2 7 8 | оплата налогов, оформление паспорта и т.д. 1 2 7 8 | управления счетом в банке и т.п. 1 2 7 8 | хранения и передачи данных 1 2 7 8 | предмету, прохождения курса онлайн 1 2 7 8 | Заказа деловых и профессиональных услуг: например, | программирование, перевод, репетиторство и т.п. 1 2 7 8 | Заказа бытовых и личных услуг, например, уборка, | ремонт, стрижка, массаж и т.п. 1 2 7 8 | Посещения социальных сетей 1 2 7 8
30	answer_block_for_question	127	ОДНОКЛАССНИКИ 01 | ВКОНТАКТЕ 02 | ЮТЬЮ́ Б 07 | ТЕЛЕГРАМ 08 | ВОТСАП 09 | ТИК-ТОК 10 | ДРУГУЮ СОЦИАЛЬНУЮ СЕТЬ 11 | З/О 97 | ОТКАЗ 98
30	option_line	01	ОДНОКЛАССНИКИ
30	option_line	02	ВКОНТАКТЕ
30	option_line	07	ЮТЬЮ́ Б
30	option_line	08	ТЕЛЕГРАМ
30	option_line	09	ВОТСАП
30	option_line	10	ТИК-ТОК
30	option_line	11	ДРУГУЮ СОЦИАЛЬНУЮ СЕТЬ
30	option_line	8	Общения с другими людьми 1 2 7
30	option_line	8	Посещения социальных сетей 1 2 7
30	option_line	8	Работы 1 2 7
30	option_line	8	Развлечений 1 2 7
30	option_line	8	Учёбы 1 2 7
30	option_line	8	оплата налогов, оформление паспорта и т.д. 1 2 7
30	option_line	8	предмету, прохождения курса онлайн 1 2 7
30	option_line	8	программирование, перевод, репетиторство и т.п. 1 2 7
30	option_line	8	ремонт, стрижка, массаж и т.п. 1 2 7
30	option_line	8	управления счетом в банке и т.п. 1 2 7
30	option_line	8	хранения и передачи данных 1 2 7
31	answer_block_for_question	128	Раз в год или реже 1 | Несколько раз в год 2 | Раз в месяц 3 | Два-три раза в месяц 4 | 1-2 раза в неделю 5 | Практически каждый день 6 | З/О 7 | ОТКАЗ 8
31	answer_block_for_question	129	ОТ 1 ДО 10 01 | БОЛЕЕ 1000 08 | НЕТ ДРУЗЕЙ В СОЦИАЛЬНЫХ СЕТЯХ 96 | З/О 97 | ОТКАЗ 98
31	answer_block_for_question	130	Не знаете, что это такое 1 | Не пользовались, но знаете, что это такое 2 | Пользовались время от времени 3 | Пользовались регулярно 4 | З/О 7 | ОТКАЗ 8
31	answer_block_for_question	131	Впервые слышите об этом 1 | Что-то слышали, но не представляете, что это такое 2 | Знаете в общих чертах 3 | Знаете достаточно много про искусственный интеллект 4 | З/О 7 | ОТКАЗ 8
31	option_line	01	ОТ 1 ДО 10
31	option_line	08	БОЛЕЕ 1000
31	option_line	1	Впервые слышите об этом
31	option_line	1	Не знаете, что это такое
31	option_line	1	Раз в год или реже
31	option_line	2	Не пользовались, но знаете, что это такое
31	option_line	2	Что-то слышали, но не представляете, что это такое
31	option_line	3	Знаете в общих чертах
31	option_line	3	Пользовались время от времени
31	option_line	4	Два-три раза в месяц
31	option_line	4	Знаете достаточно много про искусственный интеллект
31	option_line	4	Пользовались регулярно
31	option_line	5	1-2 раза в неделю
31	option_line	6	Практически каждый день
31	option_line	96	НЕТ ДРУЗЕЙ В СОЦИАЛЬНЫХ СЕТЯХ
32	answer_block_for_question	132	Не знаете, что это такое 1 | Не пользовались, но знаете, что это такое 2 | Пользовались время от времени 3 | Пользовались регулярно 4 | З/О 7 | ОТКАЗ 8
32	answer_block_for_question	134	СКОРЕЕ БОЛЬШЕ ВОЗМОЖНОСТЕЙ 1 | МНОГО ВОЗМОЖНОСТЕЙ, НО И НЕКОТОРЫЕ РИСКИ 2 | ПРИМЕРНО ОДИНАКОВО 3 | МНОГО РИСКОВ, НО И НЕКОТОРЫЕ ВОЗМОЖНОСТИ 4 | СКОРЕЕ БОЛЬШЕ РИСКОВ 5 | З/О 7 | ОТКАЗ 8
32	answer_block_for_question	135	людей 1 2 3 4 5 7 8 | безопасность 1 2 3 4 5 7 8
32	option_line	1	СКОРЕЕ БОЛЬШЕ ВОЗМОЖНОСТЕЙ
32	option_line	2	МНОГО ВОЗМОЖНОСТЕЙ, НО И НЕКОТОРЫЕ РИСКИ
32	option_line	3	ПРИМЕРНО ОДИНАКОВО
32	option_line	4	МНОГО РИСКОВ, НО И НЕКОТОРЫЕ ВОЗМОЖНОСТИ
32	option_line	5	СКОРЕЕ БОЛЬШЕ РИСКОВ
32	option_line	8	безопасность 1 2 3 4 5 7
32	option_line	8	людей 1 2 3 4 5 7
33	answer_block_for_question	136	творческой деятельности 1 2 3 7 8
33	answer_block_for_question	137	Нет, не сможет 1 | Да, но только некоторые ее функции 2 | Да, сможет выполнять ее полностью так же хорошо, | как и Вы 3 | Да, сможет выполнять ее полностью и даже | лучше, чем Вы 4 | З/О 7 | ОТКАЗ 8
33	answer_block_for_question	138	Изменит большинство рабочих мест и отраслей 1 | Изменит некоторые рабочие места и отрасли 2 | Скорее всего, ничего не изменится 3 | З/О 7 | ОТКАЗ 8
33	answer_block_for_question	139	Скорее положительными 1 | Какие-то изменения будут отрицательными, а какие-то | положительными 2 | Скорее отрицательными 3 | З/О 7 | ОТКАЗ 8
33	answer_block_for_question	140	и перестанут думать самостоятельно 1 2 7 8 | из-под контроля человека 1 2 7 8
33	option_line	1	Изменит большинство рабочих мест и отраслей
33	option_line	1	Нет, не сможет
33	option_line	1	Скорее положительными
33	option_line	2	Да, но только некоторые ее функции
33	option_line	2	Изменит некоторые рабочие места и отрасли
33	option_line	2	положительными
33	option_line	3	Скорее всего, ничего не изменится
33	option_line	3	Скорее отрицательными
33	option_line	3	как и Вы
33	option_line	4	лучше, чем Вы
33	option_line	8	и перестанут думать самостоятельно 1 2 7
33	option_line	8	из-под контроля человека 1 2 7
33	option_line	8	творческой деятельности 1 2 3 7
34	answer_block_for_question	141	Никогда в браке не состояли 1 | Состоите в первом зарегистрированном браке 2 | Состоите в повторном зарегистрированном браке 3 | Разведены 4 | (Вдовец/вдова) 5 | ЗАРЕГИСТРИРОВАНЫ, НО ВМЕСТЕ НЕ ЖИВУТ 6 | З/О 7 | ОТКАЗ 8
34	answer_block_for_question	142	З/О 97 | З/О 9997 | ОТКАЗ 98 | ОТКАЗ 9998
34	answer_block_for_question	143	и считаете себя мужем и женой 1 | Да, Вы живете вместе с (партнером/партнершей), | но не считаете себя мужем и женой 2 | Нет, Вы живете без (партнера/партнерши) 3 | ДРУГОЕ, ЧТО ИМЕННО 6 | ИНТЕРВЬЮЕР! ЗАПИШИТЕ | З/О 7 | ОТКАЗ 8
34	answer_block_for_question	144	З/О 97 | З/О 9997 | ОТКАЗ 98 | ОТКАЗ 9998
34	option_line	1	Никогда в браке не состояли
34	option_line	1	и считаете себя мужем и женой
34	option_line	2	Состоите в первом зарегистрированном браке
34	option_line	2	но не считаете себя мужем и женой
34	option_line	3	Нет, Вы живете без (партнера/партнерши)
34	option_line	3	Состоите в повторном зарегистрированном браке
34	option_line	4	Разведены
34	option_line	5	(Вдовец/вдова)
34	option_line	6	ДРУГОЕ, ЧТО ИМЕННО
34	option_line	6	ЗАРЕГИСТРИРОВАНЫ, НО ВМЕСТЕ НЕ ЖИВУТ
34	option_line	8	будет сложно понять, где реальность, а где вымысел 1 2 7
34	option_line	8	законодательно ограничить 1 2 7
34	option_line	8	интеллект во вред людям 1 2 7
34	option_line	8	останутся без работы 1 2 7
34	option_line	8	профессии станут ненужными 1 2 7
35	answer_block_for_question	145	Никогда 1 | Не чаще одного раза в год 2 | 1 - 2 раза в полгода 3 | 1 - 2 раза в месяц 4 | Практически каждую неделю 5 | З/О 7 | ОТКАЗ 8
35	answer_block_for_question	146	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
35	answer_block_for_question	147	З/О 97 | ОТКАЗ 98
35	answer_block_for_question	148	НЕТ ДЕТЕЙ МОЛОЖЕ 18 0 | З/О 97 | ОТКАЗ 98
35	answer_block_for_question	149	ПРАВОСЛАВИЕ 001 | МУСУЛЬМАНСТВО 004 | ДРУГАЯ РЕЛИГИЯ, | КАКАЯ ИМЕННО [ИНТЕРВЬЮЕР! ЗАПИШИТЕ | НИ К КАКОЙ РЕЛИГИИ 996 | З/О 997 | ОТКАЗ 998
35	answer_block_for_question	150	Вы верующий человек 1 | Вы скорее верующий, | чем неверующий человек 2 | Вы скорее неверующий, | чем верующий человек 3 | Вы неверующий человек 4 | Или Вы атеист 5 | З/О 7 | ОТКАЗ 8
35	option_line	0	НЕТ ДЕТЕЙ МОЛОЖЕ 18
35	option_line	001	ПРАВОСЛАВИЕ
35	option_line	004	МУСУЛЬМАНСТВО
35	option_line	1	Вы верующий человек
35	option_line	2	Не чаще одного раза в год
35	option_line	2	чем неверующий человек
35	option_line	3	1 - 2 раза в полгода
35	option_line	3	чем верующий человек
35	option_line	4	1 - 2 раза в месяц
35	option_line	4	Вы неверующий человек
35	option_line	5	Или Вы атеист
35	option_line	5	Практически каждую неделю
35	option_line	996	НИ К КАКОЙ РЕЛИГИИ
36	answer_block_for_question	151	НИКОГДА НЕ ПОСЕЩАЮ 01 | РЕЖЕ, ЧЕМ РАЗ В ГОД 02 | РАЗ В ГОД 03 | НЕСКОЛЬКО РАЗ В ГОД 04 | РАЗ В МЕСЯЦ 05 | ДВА-ТРИ РАЗА В МЕСЯЦ 06 | РАЗ В НЕДЕЛЮ ИЛИ ЧАЩЕ 07 | З/О 97 | ОТКАЗ 98
36	answer_block_for_question	152	И ВОЗНИКШИМИ ТРУДНОСТЯМИ 1 | ОЧЕНЬ ТРУДНО ПРИВЫКНУТЬ К ИЗМЕНЕНИЯМ 2 | МНОГОЕ ПРИШЛОСЬ ИЗМЕНИТЬ В ЖИЗНИ, НО В ЦЕЛОМ | Я УЖЕ ПРИСПОСОБИЛСЯ/ЛАСЬ 3 | Я ЖИВУ, КАК И РАНЬШЕ, ДЛЯ МЕНЯ НИЧЕГО ОСОБЕННО НЕ ИЗМЕНИЛОСЬ 4 | У МЕНЯ ПОЛУЧИЛОСЬ ИСПОЛЬЗОВАТЬ НОВУЮ СИТУАЦИЮ, | ЧТОБЫ УЛУЧШИТЬ СВОЮ ЖИЗНЬ, ДОБИТЬСЯ БОЛЬШЕГО 5 | З/О 7 | ОТКАЗ 8
36	answer_block_for_question	153	В полной безопасности 1 | В относительной безопасности 2 | Небезопасно 3 | Совсем небезопасно 4 | З/О 7 | ОТКАЗ 8
36	answer_block_for_question	154	Постоянно или почти всегда 1 | Довольно часто 2 | Иногда, временами 3 | Никогда 4 | З/О 7 | ОТКАЗ 8
36	option_line	01	НИКОГДА НЕ ПОСЕЩАЮ
36	option_line	02	РЕЖЕ, ЧЕМ РАЗ В ГОД
36	option_line	03	РАЗ В ГОД
36	option_line	04	НЕСКОЛЬКО РАЗ В ГОД
36	option_line	05	РАЗ В МЕСЯЦ
36	option_line	06	ДВА-ТРИ РАЗА В МЕСЯЦ
36	option_line	07	РАЗ В НЕДЕЛЮ ИЛИ ЧАЩЕ
36	option_line	1	В полной безопасности
36	option_line	1	И ВОЗНИКШИМИ ТРУДНОСТЯМИ
36	option_line	1	Постоянно или почти всегда
36	option_line	2	В относительной безопасности
36	option_line	2	Довольно часто
36	option_line	2	ОЧЕНЬ ТРУДНО ПРИВЫКНУТЬ К ИЗМЕНЕНИЯМ
36	option_line	3	Иногда, временами
36	option_line	3	Небезопасно
